"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
AT,AUSTRIA,2750,363721,14875,1600520
BE,BELGIUM,0,0,455590,34642928
BR,BRAZIL,0,0,150000,7379933
CN,CHINA,479313,39247571,6555154,406711699
CZ,CZECH REPUBLIC,0,0,10000,303575
FI,FINLAND,0,0,69550,7546524
FR,FRANCE,0,0,98500,7584493
DE,GERMANY,45051,4197267,231552,18989203
HK,HONG KONG,1,2934,1,2934
IN,INDIA,834100,40375039,899704,45498924
ID,INDONESIA,81150,7710941,351252,30575343
IL,ISRAEL,0,0,67200,6442725
IT,ITALY,0,0,2889,75582
JP,JAPAN,408428,29090494,2326465,160008874
KR,"KOREA,REPUBLIC OF",1381027,71097539,10300655,516293900
MY,MALAYSIA,77258,3807061,369686,30938813
MX,MEXICO,0,0,765,65227
MM,MYANMAR,0,0,400,23623
OM,OMAN,0,0,1163250,50834007
PH,PHILIPPINES,0,0,32000,1537341
SA,SAUDI ARABIA,2041250,91705869,18700387,845006359
SG,SINGAPORE,710019,45289601,5286798,319551531
ZA,SOUTH AFRICA,199375,10184396,347875,17084176
ES,SPAIN,0,0,44300,4938985
TW,"TAIWAN, PROVINCE OF CHINA",225749,12624683,1986155,105251557
TH,THAILAND,0,0,17100,917828
AE,UNITED ARAB EMIRATES,49500,2244714,746625,34038208
US,UNITED STATES,0,0,467899,34042196
VN,VIETNAM,0,0,520075,25131813
SUM,SUM,6534971,357941830,51216702,2713018821
