"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
AU,AUSTRALIA,59820,2387706,59820,2387706
AT,AUSTRIA,0,0,200,138013
BE,BELGIUM,34880,3081647,1151251,60075390
BR,BRAZIL,24750,2311226,345550,25687177
CA,CANADA,0,0,49296,10054325
CN,CHINA,29211,2410696,749339,31805261
CR,COSTA RICA,0,0,172,41280
DK,DENMARK,0,0,1,459
FI,FINLAND,0,0,24750,1960189
FR,FRANCE,145750,8560685,523000,28972135
DE,GERMANY,199368,14076268,1602383,117399218
HK,HONG KONG,7,25162,23,33580
ID,INDONESIA,0,0,69385,3928879
IT,ITALY,10540,1570540,133040,9324582
JP,JAPAN,1412065,77639054,10903432,562478318
KR,"KOREA,REPUBLIC OF",776300,37901094,4423525,209726280
KW,KUWAIT,841500,35956935,5865750,239586909
MY,MALAYSIA,0,0,3268315,143666654
NL,NETHERLANDS,0,0,60501,3572910
NO,NORWAY,0,0,1580270,83549165
QA,QATAR,2962366,138216493,17659022,790184065
SA,SAUDI ARABIA,2031500,93433478,13267250,577728807
SG,SINGAPORE,661030,32410780,8716370,396704414
SE,SWEDEN,0,0,2750,274810
CH,SWITZERLAND,0,0,16640,774075
TW,"TAIWAN, PROVINCE OF CHINA",205000,11010499,2599700,124498201
TH,THAILAND,9800,631224,63811,2829783
AE,UNITED ARAB EMIRATES,1337875,58535480,9533511,409414112
GB,UNITED KINGDOM,0,0,100,11660
US,UNITED STATES,1119944,48028302,7281107,329370247
SUM,SUM,11861706,568187269,89950264,4166178604
