"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
CN,CHINA,34000,2450330,169324,14625806
IT,ITALY,0,0,78950,14048462
JP,JAPAN,4,16153,7,27072
KR,"KOREA,REPUBLIC OF",156800,10690980,880197,61959444
MY,MALAYSIA,25000,1969205,61615,5389655
SG,SINGAPORE,0,0,800,119953
GB,UNITED KINGDOM,0,0,21225,2653048
US,UNITED STATES,10160,779774,44455,5736574
VN,VIETNAM,0,0,3600,985236
SUM,SUM,225964,15906442,1260173,105545250
