"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'CIF (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'CIF (Baht)')"
BE,BELGIUM,12000,1221592,108000,11359043
CN,CHINA,0,0,35636,4954048
FI,FINLAND,0,0,49500,3477039
DE,GERMANY,23,15187,63023,5263483
ID,INDONESIA,0,0,49500,2151771
JP,JAPAN,0,0,796620,57470522
KR,"KOREA,REPUBLIC OF",0,0,313800,23065090
MY,MALAYSIA,48000,2161848,72000,3192622
QA,QATAR,0,0,49500,2056624
SG,SINGAPORE,600000,27246758,2234000,99339468
TW,"TAIWAN, PROVINCE OF CHINA",0,0,200,15790
AE,UNITED ARAB EMIRATES,133850,6437897,1360950,65659704
US,UNITED STATES,41912,2004016,836352,54104315
SUM,SUM,835785,39087298,5969081,332109519
