"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
AU,AUSTRALIA,50,13127,19066,724180
AT,AUSTRIA,0,0,40,48809
BE,BELGIUM,32080,1581233,994220,52580170
BR,BRAZIL,82825,7890565,2485075,197659381
CA,CANADA,0,0,27080,1470949
CN,CHINA,38000,2534879,523466,33679804
FI,FINLAND,0,0,150,12589
FR,FRANCE,35750,2080347,253625,14785295
DE,GERMANY,1558,4692986,727059,89143835
IN,INDIA,0,0,15000,796277
ID,INDONESIA,0,0,174110,7227904
IT,ITALY,118804,9435456,1501809,83387711
JP,JAPAN,1084515,59907956,9135559,450704979
KR,"KOREA,REPUBLIC OF",895625,36749190,9008776,345570223
KW,KUWAIT,74250,2637815,1806750,62478756
MY,MALAYSIA,403500,15117148,3722154,135163320
NL,NETHERLANDS,6500,710103,13975,1634305
NO,NORWAY,0,0,18,5448
OM,OMAN,0,0,247800,8604972
PH,PHILIPPINES,0,0,27,8321
PT,PORTUGAL,1,510,526,21746
QA,QATAR,947880,37652260,15064060,571621660
RU,RUSSIAN FEDERATION,0,0,297000,10877923
SA,SAUDI ARABIA,1267820,49608281,12459349,453967405
SG,SINGAPORE,1021540,42308698,15920160,629205153
ZA,SOUTH AFRICA,0,0,25,4508
CH,SWITZERLAND,0,0,11000,499218
TW,"TAIWAN, PROVINCE OF CHINA",11400,621327,1369000,64098062
TH,THAILAND,25,7723,27,9818
AE,UNITED ARAB EMIRATES,445500,19839150,6060575,225699302
GB,UNITED KINGDOM,0,0,2,3605
US,UNITED STATES,751243,39267368,13229895,575731956
VN,VIETNAM,0,0,373,26549
SUM,SUM,7218866,332656122,95067751,4017454133
