"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2017', 'Quantity')","('Jul 2017', 'CIF (Baht)')","('Jan - Jul 2017', 'Quantity')","('Jan - Jul 2017', 'CIF (Baht)')"
BE,BELGIUM,3,1907,3,1907
CA,CANADA,0,0,20,13309
CN,CHINA,0,0,14210,1156764
FR,FRANCE,0,0,99282,6944222
DE,GERMANY,525,94427,3158,560396
JP,JAPAN,49323,3277882,642487,35361497
KR,"KOREA,REPUBLIC OF",120570,5488600,1562980,78641521
RU,RUSSIAN FEDERATION,0,0,15000,3046389
SG,SINGAPORE,0,0,1,387
US,UNITED STATES,5,5405,334,161908
SUM,SUM,170426,8868221,2337475,125888300
