"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2017', 'Quantity')","('Feb 2017', 'CIF (Baht)')","('Jan - Feb 2017', 'Quantity')","('Jan - Feb 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,118151
AT,AUSTRIA,142,203545,142,203545
BE,BELGIUM,224,155274,224,155274
CA,CANADA,10,108866,2510,466392
CN,CHINA,121475,6234423,216821,10488975
FR,FRANCE,40405,2322745,94377,6927100
DE,GERMANY,14094,3746143,14905,4130968
IN,INDIA,54950,3037482,55350,3112539
ID,INDONESIA,600,135348,800,183702
IT,ITALY,682,96549,1532,208019
JP,JAPAN,132406,26226487,338800,55213052
KR,"KOREA,REPUBLIC OF",173776,11625685,644476,35629669
MY,MALAYSIA,61004,6971689,194585,18041764
NL,NETHERLANDS,60000,5223927,150260,13116252
NZ,NEW ZEALAND,0,0,50,41497
SA,SAUDI ARABIA,321750,12328183,1237500,47421466
SG,SINGAPORE,58025,8380796,127065,19374513
ES,SPAIN,0,0,11000,1012189
TW,"TAIWAN, PROVINCE OF CHINA",2000,251176,27168,1684001
GB,UNITED KINGDOM,716,114794,12445,1550350
US,UNITED STATES,226388,43146293,402403,75283407
VN,VIETNAM,9000,744990,19046,1592259
SUM,SUM,1277647,131054395,3551859,295955084
