"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'CIF (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'CIF (Baht)')"
AU,AUSTRALIA,100,27848,150,49408
AT,AUSTRIA,173250,8867287,173250,8867287
BE,BELGIUM,24750,1419087,67975,3977303
BR,BRAZIL,100,51903,200,58427
CA,CANADA,11000,647584,11000,647584
CN,CHINA,23300,1831837,69750,5413148
DE,GERMANY,0,0,2750,305561
ID,INDONESIA,7875,791626,105695,9925266
JP,JAPAN,208380,12718504,1320615,87760633
KR,"KOREA,REPUBLIC OF",0,0,22400,1373811
KW,KUWAIT,123750,6173429,618750,31043624
MY,MALAYSIA,990000,53271407,5585800,308758954
NL,NETHERLANDS,40000,2388660,100000,6037896
QA,QATAR,357000,17792885,637500,31743643
SA,SAUDI ARABIA,2401050,121148924,10609350,538591473
SG,SINGAPORE,324750,17508846,1048500,56972024
AE,UNITED ARAB EMIRATES,247500,12723675,1656725,88343059
US,UNITED STATES,166205,11899975,664664,47752911
SUM,SUM,5099010,269263477,22695074,1227622012
