"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,787885
AT,AUSTRIA,0,0,88678,6273463
BE,BELGIUM,24000,1963510,84000,7460400
CN,CHINA,120000,8217865,339095,24180811
FI,FINLAND,2000,231001,10000,1172150
IN,INDIA,0,0,264000,17607190
IT,ITALY,0,0,12375,3070759
JP,JAPAN,125000,9231020,592200,47938406
KR,"KOREA,REPUBLIC OF",297000,20457973,1959050,137315602
MY,MALAYSIA,10000,731503,105000,7011248
SA,SAUDI ARABIA,0,0,49500,2552631
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,30800,2124569,263375,20487993
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22150,2029612
AE,UNITED ARAB EMIRATES,124800,6690194,486200,26154750
US,UNITED STATES,180402,14755770,896692,65694658
VN,VIETNAM,55750,3967044,335750,23900271
SUM,SUM,969752,68370449,5519066,393638678
