"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,25130,850299
AT,AUSTRIA,7100,958839,15960,2455444
BE,BELGIUM,40550,4362680,524416,47263858
BR,BRAZIL,0,0,300,64633
CA,CANADA,3100,879032,24380,5595662
CN,CHINA,564879,20229245,4861731,201953132
EG,EGYPT,0,0,50,7550
FI,FINLAND,0,0,50,47265
FR,FRANCE,1500,206412,106347,10124290
DE,GERMANY,33010,3750122,222055,21165132
HK,HONG KONG,21,6402,86,63248
IN,INDIA,5000,921083,124264,7463499
ID,INDONESIA,0,178,440,21798
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,83,57003
IL,ISRAEL,0,244,100,4648
IT,ITALY,0,0,24802,7237747
JP,JAPAN,368522,45046572,3081579,378869253
KR,"KOREA,REPUBLIC OF",316100,15117957,3091762,150921590
KW,KUWAIT,99100,3717165,99100,3717165
LU,LUXEMBOURG,0,0,175,38999
MY,MALAYSIA,46000,2752206,811763,42600131
NL,NETHERLANDS,24762,1212004,25072,1336447
NZ,NEW ZEALAND,0,0,250,17740
QA,QATAR,25500,1051431,1963550,81213401
SA,SAUDI ARABIA,49500,2000522,1084575,46897391
SG,SINGAPORE,1216790,54682896,21452468,1014208012
ZA,SOUTH AFRICA,0,0,0,16076
ES,SPAIN,9100,612522,74275,5886024
SE,SWEDEN,0,0,0,13047
CH,SWITZERLAND,0,0,1344,193535
TW,"TAIWAN, PROVINCE OF CHINA",25401,2571936,384360,30183735
TH,THAILAND,0,0,36088,2134607
TT,TRINIDAD AND TOBAGO,0,0,17277,208771
UA,UKRAINE,0,0,24400,1118207
AE,UNITED ARAB EMIRATES,173250,7020098,2287310,95004706
GB,UNITED KINGDOM,0,0,18400,4619924
US,UNITED STATES,175505,28707198,2631616,337672636
VN,VIETNAM,0,0,647,97905
SUM,SUM,3184690,195806744,43016205,2501344510
