"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
AT,AUSTRIA,0,0,18000,1778404
BE,BELGIUM,104250,5694670,445325,35203240
CA,CANADA,2350,717847,12250,3435129
CN,CHINA,841363,32280649,4996990,175986945
CZ,CZECH REPUBLIC,0,0,100,12296
FI,FINLAND,0,0,50,5414
FR,FRANCE,0,0,500,126292
DE,GERMANY,25320,520371,117327,8633422
HK,HONG KONG,0,0,138596,1499999
IN,INDIA,0,0,8600,1526447
ID,INDONESIA,0,0,1,131
IL,ISRAEL,20,17567,20,17567
IT,ITALY,0,0,28865,1704191
JP,JAPAN,243910,30361106,2459799,201767381
KR,"KOREA,REPUBLIC OF",604960,34493522,3253007,184055936
LU,LUXEMBOURG,12000,810502,12000,810502
MY,MALAYSIA,24300,1806596,152272,8775102
NL,NETHERLANDS,4000,633729,12121,1610210
NO,NORWAY,0,0,1,860
PH,PHILIPPINES,0,0,25007,235271
SA,SAUDI ARABIA,0,0,114300,4599726
SG,SINGAPORE,1321949,58679467,10897944,441983415
ES,SPAIN,0,0,41800,4642138
SE,SWEDEN,0,0,40000,2772286
TW,"TAIWAN, PROVINCE OF CHINA",3220,348573,54487,3904817
TH,THAILAND,26000,520036,1377670,26049342
TR,TÜRKIYE,0,0,27375,793282
UA,UKRAINE,0,0,10,2752
AE,UNITED ARAB EMIRATES,49400,1915350,424000,17703511
GB,UNITED KINGDOM,707,198880,54974,3009743
US,UNITED STATES,933173,71666147,4143314,365775142
VN,VIETNAM,70000,3625688,407280,19793636
SUM,SUM,4266922,244290700,29263985,1518214529
