"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
CN,CHINA,27175,3122843,75175,7164413
IN,INDIA,0,0,40,7950
IT,ITALY,240,90397,9745,2023285
JP,JAPAN,0,0,10,219173
KR,"KOREA,REPUBLIC OF",75000,7656834,528100,56094620
MY,MALAYSIA,0,0,6875,1788909
SG,SINGAPORE,2890,493836,2890,493836
US,UNITED STATES,0,0,14996,2500479
VN,VIETNAM,0,0,1560,295969
SUM,SUM,105305,11363910,639391,70588634
