"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,134175,11461405
BE,BELGIUM,76125,4362422,853378,57119538
BR,BRAZIL,0,0,11375,1275580
CA,CANADA,17020,855078,2703500,132136222
CN,CHINA,0,0,184241,8830642
HK,HONG KONG,0,0,51000,2260666
IN,INDIA,0,0,3000,578063
ID,INDONESIA,20000,1992009,2340225,119164171
IL,ISRAEL,0,0,4823,613220
JP,JAPAN,84850,8915583,881482,86297319
KR,"KOREA,REPUBLIC OF",22000,1056695,1569451,84661018
KW,KUWAIT,99000,3557131,1113750,47371892
MY,MALAYSIA,1300251,47338549,2421345,101669968
NL,NETHERLANDS,160000,8648099,1148155,69363807
OM,OMAN,199900,7493048,1585900,68605670
PH,PHILIPPINES,0,0,5,706
QA,QATAR,280500,11369260,3009000,137140710
SA,SAUDI ARABIA,2184000,97708271,30645550,1427771300
SG,SINGAPORE,145375,6900071,4628585,234727865
SE,SWEDEN,125,26983,175,38474
TW,"TAIWAN, PROVINCE OF CHINA",100,60239,4388,3792275
TH,THAILAND,0,0,105000,4969644
AE,UNITED ARAB EMIRATES,717750,29682693,7647750,370911812
US,UNITED STATES,566682,37299823,4323744,250934256
VN,VIETNAM,0,0,3337,232823
SUM,SUM,5873678,267265954,65373334,3221929046
