"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,220850,18437255
BE,BELGIUM,5625,501873,962475,50501131
BR,BRAZIL,0,0,23375,2588273
CA,CANADA,0,0,1512800,52612676
CN,CHINA,0,0,924774,51201157
DE,GERMANY,0,0,208,81746
IN,INDIA,0,0,62650,3432027
ID,INDONESIA,468500,20684927,5881475,226210917
IL,ISRAEL,0,0,30040,2625253
JP,JAPAN,88060,9449542,807684,73984200
KR,"KOREA,REPUBLIC OF",109000,6904382,492094,26369127
KW,KUWAIT,445500,17278986,2524500,89775321
MY,MALAYSIA,142094,7798783,1328489,54875604
NL,NETHERLANDS,11000,649495,35750,2009666
OM,OMAN,0,0,200,4970
QA,QATAR,76500,3640069,2906250,108259097
SA,SAUDI ARABIA,3379800,134790652,31497970,1156818641
SG,SINGAPORE,213500,10658112,3796275,162526870
TW,"TAIWAN, PROVINCE OF CHINA",5,334,1705,3451626
AE,UNITED ARAB EMIRATES,197950,8424586,8782475,339976564
GB,UNITED KINGDOM,100,38111,100,38111
US,UNITED STATES,571386,31736903,4460222,199879712
VN,VIETNAM,0,0,180,27549
SUM,SUM,5709020,252556755,66252541,2625687493
