"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'CIF (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'CIF (Baht)')"
CN,CHINA,0,0,1000,56896
DE,GERMANY,0,0,2200,227469
ID,INDONESIA,23400,2151135,34900,3002638
JP,JAPAN,11115,401592,11115,401592
KW,KUWAIT,123750,5347087,594000,24818063
MY,MALAYSIA,1212000,51972406,2446500,105803272
QA,QATAR,0,0,765000,31174505
SA,SAUDI ARABIA,2301750,102178218,6905250,298263878
SG,SINGAPORE,423150,20229286,948900,44675456
ES,SPAIN,0,0,11000,1036520
AE,UNITED ARAB EMIRATES,593800,27333035,2141150,94761613
US,UNITED STATES,143531,7442171,462067,28262329
SUM,SUM,4832496,217054930,14323082,632484231
