"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2020', 'Quantity')","('Nov 2020', 'CIF (Baht)')","('Jan - Nov 2020', 'Quantity')","('Jan - Nov 2020', 'CIF (Baht)')"
BR,BRAZIL,0,0,2950,279226
CN,CHINA,0,0,9,5466
ID,INDONESIA,0,0,50,14745
JP,JAPAN,122410,4560801,1138460,43228223
KR,"KOREA,REPUBLIC OF",0,0,88000,2718146
MY,MALAYSIA,0,0,1338750,35103595
SA,SAUDI ARABIA,0,0,1138500,30657870
SG,SINGAPORE,0,0,173250,4569141
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20100,1103982
US,UNITED STATES,100,84478,306100,10646374
SUM,SUM,122510,4645279,4206169,128326768
