"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2019', 'Quantity')","('Dec 2019', 'CIF (Baht)')","('Jan - Dec 2019', 'Quantity')","('Jan - Dec 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,156000,16587772
BR,BRAZIL,27,17553,27,17553
CN,CHINA,8030,362847,10005,529670
DE,GERMANY,0,0,1000,298092
JP,JAPAN,400,106304,99734,6594366
KR,"KOREA,REPUBLIC OF",0,0,73500,5532453
LA,LAO PDR,0,0,11,9800
MY,MALAYSIA,0,0,24750,791574
SA,SAUDI ARABIA,0,0,550,21560
SG,SINGAPORE,0,0,3792000,136347621
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22060,1030909
AE,UNITED ARAB EMIRATES,49400,1620813,837550,32829553
GB,UNITED KINGDOM,0,0,3475,442385
US,UNITED STATES,0,0,1438780,94932330
SUM,SUM,57857,2107517,6459442,295965638
