"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'CIF (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1100,236038
BE,BELGIUM,121000,6993055,829527,46683415
BR,BRAZIL,600,87910,18600,1104832
CA,CANADA,0,0,46000,3511834
CN,CHINA,6427,63239,336616,18558686
FR,FRANCE,0,0,22000,1745746
DE,GERMANY,475,50825,172977,15031207
HK,HONG KONG,3850,250230,13894,1039941
ID,INDONESIA,0,0,69843,4831952
IT,ITALY,19300,2824383,46840,6617233
JP,JAPAN,69551,5567831,916887,77051720
KR,"KOREA,REPUBLIC OF",298000,16963382,3003327,155713106
MY,MALAYSIA,139920,5586634,2123646,86991966
MX,MEXICO,0,0,25101,3092291
NL,NETHERLANDS,0,0,1,1487
SG,SINGAPORE,800,105241,110243,4264863
SE,SWEDEN,0,0,400,22320
CH,SWITZERLAND,0,0,30000,3346881
TW,"TAIWAN, PROVINCE OF CHINA",150005,8596179,1113215,64192709
GB,UNITED KINGDOM,0,0,12150,1567534
US,UNITED STATES,36110,4030046,372955,38952911
VN,VIETNAM,31170,895449,602332,11559463
SUM,SUM,877208,52014404,9867654,546118135
