"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
CN,CHINA,5,1922,36062,2877129
FR,FRANCE,1000,221070,9000,1945329
HK,HONG KONG,0,0,3,3182
IN,INDIA,0,0,51,4913
JP,JAPAN,31229,4736596,294079,41741714
KR,"KOREA,REPUBLIC OF",60000,3672273,512644,29431752
MY,MALAYSIA,0,0,70,33996
OM,OMAN,0,0,49500,2434744
SG,SINGAPORE,51000,3543758,114000,7671607
ES,SPAIN,0,0,25,46246
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,31410
AE,UNITED ARAB EMIRATES,49500,2144183,50875,2212284
GB,UNITED KINGDOM,0,0,14,30695
US,UNITED STATES,0,0,117,94573
SUM,SUM,192734,14319802,1066540,88559574
