"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,105,42184
AT,AUSTRIA,0,0,24750,1379852
BE,BELGIUM,99004,6240902,218024,13426610
BR,BRAZIL,1485000,72204984,8490646,437302673
CN,CHINA,18600,1410284,255342,14928223
DK,DENMARK,0,210,0,210
FI,FINLAND,247500,13719231,915725,50909895
DE,GERMANY,252711,18318778,3563870,231164229
HK,HONG KONG,0,0,29,101772
IN,INDIA,100,19359,7951,537555
ID,INDONESIA,7950,2941197,237195,20012697
IL,ISRAEL,0,243,102600,8394927
IT,ITALY,0,0,26,19614
JP,JAPAN,231739,19361223,2692560,209295075
KR,"KOREA,REPUBLIC OF",321500,17075306,3011832,168594453
KW,KUWAIT,396000,15087258,3836250,154428508
LA,LAO PDR,0,0,27500,1292500
MY,MALAYSIA,3498840,148639712,32049460,1448663917
MX,MEXICO,0,0,99000,4598041
NL,NETHERLANDS,287510,18560184,2659945,161438168
NO,NORWAY,0,0,52250,3034899
QA,QATAR,688500,27651981,6935526,299840829
SA,SAUDI ARABIA,1958750,81376563,26503773,1140367346
SG,SINGAPORE,2528420,115505760,24570292,1198618019
ZA,SOUTH AFRICA,0,0,99000,4057657
ES,SPAIN,0,0,268566,23072551
SE,SWEDEN,1000,156889,1007,164482
CH,SWITZERLAND,1800,285366,4710,883882
TW,"TAIWAN, PROVINCE OF CHINA",31075,1590567,49387,3494310
TH,THAILAND,250,123908,31450,1671584
AE,UNITED ARAB EMIRATES,97460,3496037,1971304,66163088
GB,UNITED KINGDOM,500,126357,20454,3473858
US,UNITED STATES,144994,11716215,1182179,95458188
VN,VIETNAM,193,36147,90566,7841223
SUM,SUM,12299396,575644661,119973274,5774673019
