"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1001,112761
BE,BELGIUM,29750,1761523,169237,8911401
BR,BRAZIL,321750,16188000,6772174,347230449
CA,CANADA,0,0,45140,526087
CN,CHINA,49913,2167479,1546298,51502981
FI,FINLAND,24750,1263446,742500,39232320
FR,FRANCE,22000,1317172,114990,13940491
DE,GERMANY,153393,10343576,2967918,187816944
HK,HONG KONG,0,0,336,30521
HU,HUNGARY,0,0,13050,738665
IN,INDIA,0,2702,2062,179023
ID,INDONESIA,2500,815355,30575,12004248
IE,IRELAND,0,0,0,4067
IL,ISRAEL,0,0,38000,3057892
IT,ITALY,12000,3695162,35684,10859669
JP,JAPAN,167653,11094169,1838419,137848354
KR,"KOREA,REPUBLIC OF",314011,12500840,2228408,95094411
KW,KUWAIT,445500,12273308,3613550,93993827
LU,LUXEMBOURG,44250,4495546,198200,20756330
MY,MALAYSIA,6727776,209040914,46174072,1392148141
MM,MYANMAR,0,0,1,66
NL,NETHERLANDS,489000,26000499,2985877,154576368
NZ,NEW ZEALAND,0,0,0,252
NO,NORWAY,0,0,389590,19599950
PT,PORTUGAL,0,0,100,59370
QA,QATAR,1632000,47693207,12571500,358207630
SA,SAUDI ARABIA,3502900,105123668,30722832,875144055
SG,SINGAPORE,2235975,75431304,19135925,616594013
CH,SWITZERLAND,360,138817,1160,330489
TW,"TAIWAN, PROVINCE OF CHINA",750,132348,35522,3103677
TH,THAILAND,0,0,1220,33158
TR,TÜRKIYE,0,0,1375,86070
AE,UNITED ARAB EMIRATES,149000,4320198,2304056,62587411
GB,UNITED KINGDOM,0,793,87103,7432257
US,UNITED STATES,685077,19568849,6838907,213772417
VN,VIETNAM,5000,192219,74680,5600634
SUM,SUM,17015308,565561094,141681462,4733116399
