"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
BE,BELGIUM,101500,4424573,1169800,52182575
BR,BRAZIL,0,0,49700,1945580
CA,CANADA,125000,4596285,398200,14257244
CN,CHINA,0,0,1218241,57367156
FR,FRANCE,60,62112,163810,13210853
DE,GERMANY,0,0,1,389
IN,INDIA,0,0,529350,21216951
ID,INDONESIA,37120,3112469,524365,44190361
IL,ISRAEL,12000,827331,28200,1906719
JP,JAPAN,74722,8125819,873713,81684341
KR,"KOREA,REPUBLIC OF",28000,1384485,576400,26961484
KW,KUWAIT,74250,2657063,1064250,39816541
MY,MALAYSIA,16500,666297,933950,41717796
NL,NETHERLANDS,44750,2001989,264750,11821466
QA,QATAR,408000,15152964,3978000,151067171
SA,SAUDI ARABIA,3566700,133486270,33953250,1325543211
SG,SINGAPORE,695250,28598547,8848550,370823336
ES,SPAIN,74250,3022713,303307,12633368
TW,"TAIWAN, PROVINCE OF CHINA",100,1806,5110,230328
TH,THAILAND,0,0,296000,11309235
AE,UNITED ARAB EMIRATES,792000,30974685,7145050,288018271
US,UNITED STATES,650576,24217597,2319771,103634797
VN,VIETNAM,0,0,5,946
SUM,SUM,6700778,263313005,64643773,2671540119
