"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8000,1167805
AT,AUSTRIA,0,0,37800,2234979
BE,BELGIUM,108625,6603077,519090,31119479
CA,CANADA,0,0,16000,2831186
CN,CHINA,46311,10740042,342472,56165575
CZ,CZECH REPUBLIC,0,0,100,57006
FI,FINLAND,0,0,25,12740
FR,FRANCE,99540,6592538,765637,46530509
DE,GERMANY,236,115463,41902,5994319
HK,HONG KONG,1500,137892,15500,1758310
IN,INDIA,750,113480,37750,2268757
ID,INDONESIA,0,0,176475,11351918
IT,ITALY,0,0,450,71872
JP,JAPAN,1480647,102859639,12426478,817873033
KR,"KOREA,REPUBLIC OF",288556,15466749,3926173,197520222
MY,MALAYSIA,87400,3573377,438767,20078079
NL,NETHERLANDS,22000,2717994,1387950,90553307
SA,SAUDI ARABIA,198000,7680888,2301750,97915324
SG,SINGAPORE,5165354,243486235,52048819,2582803659
ZA,SOUTH AFRICA,0,0,222750,9790378
ES,SPAIN,0,0,31750,2429837
CH,SWITZERLAND,0,0,28,30076
TW,"TAIWAN, PROVINCE OF CHINA",99000,4446594,1831700,88713427
TH,THAILAND,0,0,33700,2076712
TR,TÜRKIYE,75,42150,602,125236
AE,UNITED ARAB EMIRATES,198100,7794680,2150475,91340995
GB,UNITED KINGDOM,0,0,32000,3192679
US,UNITED STATES,39310,3319091,880377,66639217
VN,VIETNAM,0,0,22000,1213733
SUM,SUM,7835404,415689889,79696520,4233860369
