"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2020', 'Quantity')","('Aug 2020', 'CIF (Baht)')","('Jan - Aug 2020', 'Quantity')","('Jan - Aug 2020', 'CIF (Baht)')"
CN,CHINA,12971,1031395,128911,10338918
HK,HONG KONG,5,2589,5,2589
IT,ITALY,0,0,450,45005
JP,JAPAN,106,75411,139,159436
KR,"KOREA,REPUBLIC OF",166200,8735430,1250068,72343969
MY,MALAYSIA,5875,467220,40975,3127076
QA,QATAR,0,0,34000,969360
SG,SINGAPORE,0,0,27975,6528239
TW,"TAIWAN, PROVINCE OF CHINA",0,0,27,7946
US,UNITED STATES,12701,1458699,83824,9434513
VN,VIETNAM,0,0,1560,107696
SUM,SUM,197858,11770744,1567934,103064747
