"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'CIF (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'CIF (Baht)')"
CA,CANADA,0,0,10000,1456900
CN,CHINA,1000,110703,27481,5796905
FR,FRANCE,0,0,2,1175
DE,GERMANY,0,0,28,2099
JP,JAPAN,1627,291675,7302,1299853
MY,MALAYSIA,0,0,0,57
NL,NETHERLANDS,0,0,25,13671
SG,SINGAPORE,0,0,7,1073
TW,"TAIWAN, PROVINCE OF CHINA",0,0,121,11577
GB,UNITED KINGDOM,0,0,556,286976
US,UNITED STATES,44000,1522684,44816,1641593
VN,VIETNAM,0,0,6,869
SUM,SUM,46627,1925062,90344,10512748
