"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2015', 'Quantity')","('Sept 2015', 'CIF (Baht)')","('Jan - Sept 2015', 'Quantity')","('Jan - Sept 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8000,1167805
AT,AUSTRIA,0,0,37800,2234979
BE,BELGIUM,0,0,410465,24516402
CA,CANADA,0,0,16000,2831186
CN,CHINA,24000,3745269,296161,45425533
CZ,CZECH REPUBLIC,0,0,100,57006
FI,FINLAND,0,0,25,12740
FR,FRANCE,175385,13452985,666097,39937971
DE,GERMANY,4550,480577,41666,5878856
HK,HONG KONG,2500,388498,14000,1620418
IN,INDIA,1000,68342,37000,2155277
ID,INDONESIA,15000,1618813,176475,11351918
IT,ITALY,0,0,450,71872
JP,JAPAN,1405823,93390945,10945831,715013394
KR,"KOREA,REPUBLIC OF",541086,26484103,3637617,182053473
MY,MALAYSIA,24000,676546,351367,16504702
NL,NETHERLANDS,35750,2625787,1365950,87835313
SA,SAUDI ARABIA,198000,7896252,2103750,90234436
SG,SINGAPORE,5281530,264969153,46883465,2339317424
ZA,SOUTH AFRICA,0,0,222750,9790378
ES,SPAIN,30200,2123497,31750,2429837
CH,SWITZERLAND,0,0,28,30076
TW,"TAIWAN, PROVINCE OF CHINA",257060,12465936,1732700,84266833
TH,THAILAND,8800,611375,33700,2076712
TR,TÜRKIYE,0,0,527,83086
AE,UNITED ARAB EMIRATES,99000,3757404,1952375,83546315
GB,UNITED KINGDOM,0,0,32000,3192679
US,UNITED STATES,22483,2667953,841067,63320126
VN,VIETNAM,0,0,22000,1213733
SUM,SUM,8126167,437423435,71861116,3818170480
