"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
BR,BRAZIL,0,0,275,35400
CN,CHINA,0,0,59878,835947
DE,GERMANY,0,0,6520,12867744
IN,INDIA,49,13152,49,13152
JP,JAPAN,57900,2838305,457111,9533277
KR,"KOREA,REPUBLIC OF",28000,1004875,56000,2031181
MY,MALAYSIA,0,0,1400,549489
NL,NETHERLANDS,0,0,3,2064
PH,PHILIPPINES,0,0,13,2530
SA,SAUDI ARABIA,123750,4393604,1064250,37372840
TW,"TAIWAN, PROVINCE OF CHINA",86,19648,86,19648
UA,UKRAINE,0,0,5,1974
US,UNITED STATES,0,0,54005,4146287
SUM,SUM,209785,8269584,1699595,67411533
