"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
AT,AUSTRIA,600,41772,11777,842966
BE,BELGIUM,44170,2099454,229420,13798386
BR,BRAZIL,0,0,150,169050
CA,CANADA,320,47431,820,174219
CN,CHINA,65310,4518651,772580,48509736
CZ,CZECH REPUBLIC,0,0,75,13720
DK,DENMARK,0,0,0,1128
FI,FINLAND,98675,6519061,727075,48405032
FR,FRANCE,0,0,50,17815
DE,GERMANY,112256,9763870,1180949,105386330
HK,HONG KONG,0,0,1500,901667
IN,INDIA,0,0,153500,7955455
ID,INDONESIA,2001,340316,17926,6432712
IT,ITALY,0,0,49560,2693959
JP,JAPAN,575441,43816619,3830698,315249917
KR,"KOREA,REPUBLIC OF",278000,17746902,3029907,192019569
KW,KUWAIT,445500,23174109,3712500,188886868
LU,LUXEMBOURG,0,0,24,15449
MY,MALAYSIA,2344391,125951067,26503174,1456525307
NL,NETHERLANDS,456230,31460769,2453625,183612787
NZ,NEW ZEALAND,0,0,352050,9355266
QA,QATAR,1045500,54260466,5431500,288239048
SA,SAUDI ARABIA,2437200,127612653,27461925,1442669931
SG,SINGAPORE,2532810,144686973,21298968,1219966108
ES,SPAIN,20000,1722047,1518000,169427614
SE,SWEDEN,19000,952113,31725,1934581
CH,SWITZERLAND,0,0,28095,6631786
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22002,2309723
TH,THAILAND,3675,235577,31975,1797896
AE,UNITED ARAB EMIRATES,74500,3811987,221900,11925325
GB,UNITED KINGDOM,0,0,40101,2732331
US,UNITED STATES,41627,5980880,2192835,160327860
VN,VIETNAM,50,5336,33245,4660850
SUM,SUM,10597256,604748053,101339631,5893590391
