"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
BE,BELGIUM,100,18798,140,23067
BR,BRAZIL,0,0,27,16784
CN,CHINA,7,2359,4824,408231
FR,FRANCE,1000,208646,10000,2320991
DE,GERMANY,5,2072,31,9680
IN,INDIA,0,0,112051,2563315
IL,ISRAEL,0,0,60000,4152136
IT,ITALY,0,0,21250,1509953
JP,JAPAN,14004,2842190,199462,29371302
KR,"KOREA,REPUBLIC OF",71200,4101204,793875,44985060
MY,MALAYSIA,0,49,2517,273846
NO,NORWAY,13,3285,13,3285
QA,QATAR,0,0,119000,4862028
SG,SINGAPORE,1,524,109,8415
SK,SLOVAKIA,0,0,100,30222
TW,"TAIWAN, PROVINCE OF CHINA",0,2500,1009,41985
GB,UNITED KINGDOM,0,0,1275,354460
US,UNITED STATES,25,14766,25,14766
SUM,SUM,86355,7196393,1325708,90949526
