"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
CN,CHINA,0,0,1137275,79565543
JP,JAPAN,268300,25068940,1656550,125340315
KR,"KOREA,REPUBLIC OF",603000,46426334,4792470,290602144
MY,MALAYSIA,0,0,1000,2170328
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1875,616952
AE,UNITED ARAB EMIRATES,42000,2904537,1163500,64778803
GB,UNITED KINGDOM,20000,1745676,62000,4956803
US,UNITED STATES,61926,4068143,4139600,225826524
VN,VIETNAM,17775,1068127,144850,7269539
SUM,SUM,1013001,81281757,13099120,801126951
