"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2020', 'Quantity')","('Feb 2020', 'CIF (Baht)')","('Jan - Feb 2020', 'Quantity')","('Jan - Feb 2020', 'CIF (Baht)')"
AT,AUSTRIA,458,210591,458,210591
CN,CHINA,471009,20814360,1129436,55193398
DE,GERMANY,325,206293,20355,1698510
IN,INDIA,57,8498,49632,818909
ID,INDONESIA,7500,898734,41250,3781805
IT,ITALY,0,0,2000,124035
JP,JAPAN,643680,37988478,1257134,85915550
KR,"KOREA,REPUBLIC OF",1512578,60822928,3028114,120899420
MY,MALAYSIA,55974,6657903,732349,29722501
MX,MEXICO,25,96070,25,96070
NL,NETHERLANDS,110282,9442866,110282,9442866
NZ,NEW ZEALAND,0,0,240,342628
OM,OMAN,198000,5873618,297000,8806134
SA,SAUDI ARABIA,1683000,51808056,3341250,102408933
SG,SINGAPORE,385526,23136209,928763,52740599
TW,"TAIWAN, PROVINCE OF CHINA",318711,13334008,707751,29075218
TH,THAILAND,0,0,78000,2044308
AE,UNITED ARAB EMIRATES,1075550,31757304,2091300,61934546
US,UNITED STATES,1579,152038,11027,1742186
VN,VIETNAM,6785,960892,16379,2426229
SUM,SUM,6471039,264168846,13842745,569424436
