"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,148508,6859029
CA,CANADA,1,33644,13,44013
CN,CHINA,7,7297,127606,7055110
DK,DENMARK,70,1,70,1
FR,FRANCE,3,9031,10,32924
DE,GERMANY,0,0,4136,405185
IN,INDIA,5,11121,5,11121
IT,ITALY,0,0,0,1607
JP,JAPAN,10080,919228,55957,4041890
MY,MALAYSIA,0,0,2632,710387
SA,SAUDI ARABIA,0,0,145350,6092852
SG,SINGAPORE,3,23864,8453,699155
TW,"TAIWAN, PROVINCE OF CHINA",0,0,66102,6686230
TH,THAILAND,0,0,25,6377
AE,UNITED ARAB EMIRATES,0,0,123750,4991487
GB,UNITED KINGDOM,0,0,105,67073
US,UNITED STATES,29,64883,1388,808683
VN,VIETNAM,20000,1020051,29275,1430171
SUM,SUM,30198,2089120,713385,39943295
