"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'CIF (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'CIF (Baht)')"
CN,CHINA,0,0,35,12251
HK,HONG KONG,0,0,200,107965
ID,INDONESIA,0,0,100,39263
JP,JAPAN,24000,1229378,849545,35754001
KR,"KOREA,REPUBLIC OF",0,0,110053,3401818
MY,MALAYSIA,0,0,50,9969
SA,SAUDI ARABIA,99000,3956745,965250,34184413
TW,"TAIWAN, PROVINCE OF CHINA",36000,3094378,126000,10314118
US,UNITED STATES,24750,1067618,249751,10419814
SUM,SUM,183750,9348119,2300984,94243612
