"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
CA,CANADA,49500,2453600,159500,7659093
CN,CHINA,25,5890,84,23213
FI,FINLAND,0,0,1375,99858
DE,GERMANY,0,0,237,90221
JP,JAPAN,300,128624,5625,746878
MY,MALAYSIA,0,0,17,4042
SA,SAUDI ARABIA,49500,2085560,173250,7080073
SG,SINGAPORE,0,0,63000,3666661
US,UNITED STATES,57750,2878719,590400,28710496
SUM,SUM,157075,7552393,993488,48080535
