"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2016', 'Quantity')","('May 2016', 'CIF (Baht)')","('Jan - May 2016', 'Quantity')","('Jan - May 2016', 'CIF (Baht)')"
BD,BANGLADESH,0,0,20,5030
BE,BELGIUM,131375,8985206,579260,38075681
BR,BRAZIL,0,0,1100,196568
CA,CANADA,8000,565195,25000,1925143
CN,CHINA,57626,3281867,306826,19038018
FR,FRANCE,0,0,11000,579968
DE,GERMANY,0,390,40,18742
ID,INDONESIA,2200,110857,3840,201085
IT,ITALY,8000,1048161,31550,4206595
JP,JAPAN,230492,13672475,892053,58860500
KE,KENYA,0,0,16000,846402
KR,"KOREA,REPUBLIC OF",139099,7128894,739853,38603679
MY,MALAYSIA,96730,6507268,538038,26064745
MX,MEXICO,0,0,8761,1716912
SA,SAUDI ARABIA,297000,13811162,1014750,45197856
SG,SINGAPORE,0,0,3650,538144
CH,SWITZERLAND,0,0,20000,2567320
TW,"TAIWAN, PROVINCE OF CHINA",104580,6149287,352347,23279408
GB,UNITED KINGDOM,15,12453,415,262049
US,UNITED STATES,82470,6519273,489645,30473704
VN,VIETNAM,26150,324918,210580,3069030
SUM,SUM,1183737,68117406,5244728,295726579
