"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'CIF (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'CIF (Baht)')"
BE,BELGIUM,19000,2048577,57000,5911105
CN,CHINA,127,12384,18637,1701041
IN,INDIA,0,0,1500,92116
JP,JAPAN,24687,3793722,1138416,106717026
KR,"KOREA,REPUBLIC OF",56000,2763386,398000,18910205
MY,MALAYSIA,0,0,13200,673992
NL,NETHERLANDS,0,0,19000,1874600
QA,QATAR,0,0,66000,2814945
SG,SINGAPORE,9,2751,5009,319356
TW,"TAIWAN, PROVINCE OF CHINA",16000,1556148,352081,18386392
TH,THAILAND,0,0,990,66429
GB,UNITED KINGDOM,0,0,25,11912
SUM,SUM,115823,10176968,2069858,157479119
