"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'CIF (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'CIF (Baht)')"
CA,CANADA,0,0,9,32437
CN,CHINA,0,0,5016,343747
DE,GERMANY,0,0,24,22270
IN,INDIA,208000,8839794,208001,8871034
JP,JAPAN,8000,516862,59291,6126028
MY,MALAYSIA,0,0,600,217859
NL,NETHERLANDS,0,0,0,5110
NO,NORWAY,0,0,350,20708
SA,SAUDI ARABIA,0,0,357500,13762480
TW,"TAIWAN, PROVINCE OF CHINA",120,26512,18145,1370215
GB,UNITED KINGDOM,0,0,1,12962
US,UNITED STATES,18000,1437394,54013,4213368
SUM,SUM,234120,10820562,702950,34998218
