"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,37300,567802
BE,BELGIUM,0,0,123750,6537335
BR,BRAZIL,5500,551602,8250,810983
CN,CHINA,0,0,50649,514546
ID,INDONESIA,0,0,60000,2452328
JP,JAPAN,39160,2515360,266486,15900840
KR,"KOREA,REPUBLIC OF",8500,1132843,119150,10839698
MY,MALAYSIA,50,57293,50,57293
QA,QATAR,51000,2225737,739500,30202085
SA,SAUDI ARABIA,99000,3863385,2942400,112739084
SG,SINGAPORE,0,0,49501,2086714
ES,SPAIN,0,0,30,19522
CH,SWITZERLAND,0,0,0,709
TW,"TAIWAN, PROVINCE OF CHINA",0,0,444000,18314384
AE,UNITED ARAB EMIRATES,0,0,2750,134367
US,UNITED STATES,0,0,41328,2341484
VN,VIETNAM,20000,700812,20000,700812
SUM,SUM,223210,11047032,4905144,204219986
