"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'CIF (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'CIF (Baht)')"
AT,AUSTRIA,540,857941,1961,3009756
BE,BELGIUM,27550,1985062,70042,6317869
BR,BRAZIL,0,0,5408,2345738
CA,CANADA,0,0,10003,1442793
CN,CHINA,307360,22502821,2353045,144827050
CZ,CZECH REPUBLIC,0,0,2,682
EG,EGYPT,0,0,7,4433
FR,FRANCE,3002,302769,181651,10900379
DE,GERMANY,242570,16971754,637719,61473431
HK,HONG KONG,0,0,214252,18082071
IN,INDIA,599,182655,1582,465700
ID,INDONESIA,1,164,24757,2036758
IT,ITALY,0,0,3042,439612
JP,JAPAN,131347,24519669,1684455,277134714
KR,"KOREA,REPUBLIC OF",331275,20792425,3234625,192736403
MY,MALAYSIA,68250,6944111,903406,71194489
NL,NETHERLANDS,245332,21958334,961089,86521356
NO,NORWAY,0,0,900,369981
SA,SAUDI ARABIA,92000,4675671,1244750,54058582
SG,SINGAPORE,23101,2908967,638985,82175012
ZA,SOUTH AFRICA,0,0,0,185
CH,SWITZERLAND,0,0,430,345942
TW,"TAIWAN, PROVINCE OF CHINA",5000,265967,16708,3588818
TH,THAILAND,0,0,45025,2777963
AE,UNITED ARAB EMIRATES,643500,29119666,4504500,201159335
GB,UNITED KINGDOM,0,0,45200,5962050
US,UNITED STATES,86748,15053907,1309291,211273354
VN,VIETNAM,6000,575091,114631,11153520
SUM,SUM,2214175,169616974,18207466,1451797976
