"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2019', 'Quantity')","('Dec 2019', 'CIF (Baht)')","('Jan - Dec 2019', 'Quantity')","('Jan - Dec 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1090,197241
AT,AUSTRIA,0,0,14,15994
BE,BELGIUM,384,183267,171709,10449984
BR,BRAZIL,420750,19656421,11956275,581248976
CA,CANADA,0,0,297835,2929394
CN,CHINA,1325,164096,1082851,54379104
CZ,CZECH REPUBLIC,0,0,86,28620
DK,DENMARK,0,0,500,73119
EG,EGYPT,0,0,50,15752
FI,FINLAND,49500,2586520,618300,33845641
FR,FRANCE,0,0,111031,8116472
DE,GERMANY,298212,18899621,4351244,289766752
HK,HONG KONG,0,0,18315,49920
HU,HUNGARY,25,4754,25,4754
IN,INDIA,500,68051,101330,3329889
ID,INDONESIA,1250,195948,21512,6809957
IL,ISRAEL,0,0,88800,5981057
IT,ITALY,1200,471615,83260,10431426
JP,JAPAN,174074,15355390,2128149,180935441
KR,"KOREA,REPUBLIC OF",176000,7178094,3363576,162768203
KW,KUWAIT,247500,6466299,4405500,136544576
LU,LUXEMBOURG,33600,3664328,227975,26737996
MY,MALAYSIA,2794207,86505051,55723223,1917345307
NL,NETHERLANDS,178730,10188301,3547477,209854542
NO,NORWAY,41610,2157775,474820,25817873
PT,PORTUGAL,0,0,39,27384
QA,QATAR,1938000,55524535,13285725,423306136
RU,RUSSIAN FEDERATION,0,0,1,1165
SA,SAUDI ARABIA,1585225,44779842,38348275,1255610786
SG,SINGAPORE,1724825,56398416,24646315,903987177
LK,SRI LANKA,0,0,0,2862
CH,SWITZERLAND,720,122123,4060,728258
TW,"TAIWAN, PROVINCE OF CHINA",4831,696126,55590,4735099
TH,THAILAND,27600,167695,157601,5008866
AE,UNITED ARAB EMIRATES,0,0,1453300,47299650
GB,UNITED KINGDOM,0,0,59516,5744938
US,UNITED STATES,785373,26563589,5954942,214429460
VN,VIETNAM,25,3353,39852,4039498
SUM,SUM,10485466,358001210,172780163,6532599269
