"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
BE,BELGIUM,12000,1226800,96000,10137451
CN,CHINA,26,6167,35636,4954048
FI,FINLAND,0,0,49500,3477039
DE,GERMANY,0,0,63000,5248296
ID,INDONESIA,24750,1088785,49500,2151771
JP,JAPAN,0,0,796620,57470522
KR,"KOREA,REPUBLIC OF",0,0,313800,23065090
MY,MALAYSIA,0,0,24000,1030774
QA,QATAR,0,0,49500,2056624
SG,SINGAPORE,480000,21704055,1634000,72092710
TW,"TAIWAN, PROVINCE OF CHINA",0,0,200,15790
AE,UNITED ARAB EMIRATES,235300,11084136,1227100,59221807
US,UNITED STATES,0,0,794440,52100299
SUM,SUM,752076,35109943,5133296,293022221
