"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2016', 'Quantity')","('Oct 2016', 'CIF (Baht)')","('Jan - Oct 2016', 'Quantity')","('Jan - Oct 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,3172,186296
BD,BANGLADESH,0,0,95,17015
BE,BELGIUM,99250,7402945,1205477,83255357
BR,BRAZIL,0,0,1100,196568
CA,CANADA,0,0,25000,1925143
CN,CHINA,63167,3832505,587852,36356073
FR,FRANCE,0,0,11000,579968
DE,GERMANY,0,0,11713,1138539
HK,HONG KONG,0,0,1270,72452
IN,INDIA,25,9380,35,23453
ID,INDONESIA,0,0,5440,268410
IT,ITALY,2000,331566,45080,5961397
JP,JAPAN,243312,13916613,1978685,125103499
KE,KENYA,0,0,16000,846402
KR,"KOREA,REPUBLIC OF",352970,17293554,1953051,99174937
MY,MALAYSIA,109810,6537868,1071496,50468929
MX,MEXICO,0,0,8761,1716912
SA,SAUDI ARABIA,196625,8408946,2176625,96769782
SG,SINGAPORE,15000,524485,25675,1778366
CH,SWITZERLAND,0,0,20000,2567320
TW,"TAIWAN, PROVINCE OF CHINA",52770,2940436,767731,48954860
TH,THAILAND,34000,1666108,34000,1666108
GB,UNITED KINGDOM,0,0,425,272420
US,UNITED STATES,168380,8186074,1309458,74764733
VN,VIETNAM,57990,914811,709200,9512201
SUM,SUM,1395299,71965291,11968341,643577140
