"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1000,193472
AT,AUSTRIA,22500,1440259,112500,6656301
BE,BELGIUM,134750,7985429,203525,13488526
BR,BRAZIL,2043,301403,2043,301403
CN,CHINA,48300,3522946,194556,17623393
FR,FRANCE,99050,5445670,579750,31281190
DE,GERMANY,29270,3716718,143496,11795042
IN,INDIA,0,0,97,18974
ID,INDONESIA,15000,1528659,20112,2083436
IT,ITALY,0,0,6875,615768
JP,JAPAN,1008919,70311573,3230165,225059769
KR,"KOREA,REPUBLIC OF",471325,23358942,1920411,98396509
MY,MALAYSIA,57000,2508317,121812,5422129
NL,NETHERLANDS,24750,1618301,236112,16491078
SA,SAUDI ARABIA,247510,10523909,915760,38885119
SG,SINGAPORE,3832805,173788300,17069745,761631372
ES,SPAIN,0,0,3,1663
SE,SWEDEN,0,0,108,175410
TW,"TAIWAN, PROVINCE OF CHINA",224000,10510438,904714,41676262
AE,UNITED ARAB EMIRATES,420750,17689676,1309000,54909361
US,UNITED STATES,2566,605538,149479,14531360
SUM,SUM,6640538,334856078,27121263,1341237537
