"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,148500,6852881
CA,CANADA,6,4347,6,4347
CN,CHINA,18005,183956,100244,5023702
DE,GERMANY,310,44256,3065,244740
JP,JAPAN,12000,918214,28775,2108539
MY,MALAYSIA,30,9760,1370,315404
SA,SAUDI ARABIA,49500,2113128,99000,4163211
SG,SINGAPORE,0,0,8450,675291
TW,"TAIWAN, PROVINCE OF CHINA",0,0,56102,5620201
AE,UNITED ARAB EMIRATES,123750,4991487,123750,4991487
GB,UNITED KINGDOM,6,3635,6,3635
US,UNITED STATES,2,44022,953,309999
VN,VIETNAM,50,4546,1275,8841
SUM,SUM,203659,8317351,571496,30322278
