"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2016', 'Quantity')","('Dec 2016', 'CIF (Baht)')","('Jan - Dec 2016', 'Quantity')","('Jan - Dec 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,96000,9699197
CA,CANADA,0,0,18360,1893812
CN,CHINA,3000,285871,816500,52040116
FR,FRANCE,0,0,24,36169
DE,GERMANY,300,18924,300,18924
HK,HONG KONG,0,0,364274,20496983
IT,ITALY,11000,2643025,31020,6552494
JP,JAPAN,0,0,780,178383
KR,"KOREA,REPUBLIC OF",520600,30670221,2831856,177157474
MY,MALAYSIA,0,0,115875,8726830
SG,SINGAPORE,0,0,493810,32546591
SE,SWEDEN,0,0,135950,11625921
TW,"TAIWAN, PROVINCE OF CHINA",0,0,23449,1134549
AE,UNITED ARAB EMIRATES,37700,1713406,592505,26920376
GB,UNITED KINGDOM,5330,1548800,38380,4661032
US,UNITED STATES,300,33191,421308,37411100
VN,VIETNAM,0,0,312000,17709855
SUM,SUM,578230,36913438,6292391,408809806
