"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
AU,AUSTRALIA,59954,3836063,225359,14671577
BE,BELGIUM,54000,4088061,673450,50420720
BR,BRAZIL,0,0,500,75073
CN,CHINA,491475,34883231,3334568,239267544
FI,FINLAND,31812,1940170,148687,10642546
FR,FRANCE,49950,4061640,244500,19386903
DE,GERMANY,25260,1425539,121021,19824048
HK,HONG KONG,25,5101,225,25746
IN,INDIA,74000,3507192,128000,6489636
ID,INDONESIA,16652,1836862,73255,8511731
IL,ISRAEL,7200,686042,7250,705313
IT,ITALY,2,375,20393,3554712
JP,JAPAN,1025871,92122944,5191662,441568200
KP,KOREA DPR,0,0,48208,3239027
KR,"KOREA,REPUBLIC OF",2082879,131495562,12023144,759078094
MY,MALAYSIA,69760,10515539,474342,71172700
MX,MEXICO,0,0,60,83519
NL,NETHERLANDS,10,1120,552260,48476122
NZ,NEW ZEALAND,274,123239,2976,406329
PT,PORTUGAL,0,0,47,31619
SA,SAUDI ARABIA,4516250,229632414,23807280,1205076318
SG,SINGAPORE,1249673,79649430,7599624,466177432
SK,SLOVAKIA,0,0,2000,493831
ZA,SOUTH AFRICA,0,0,297000,15017904
ES,SPAIN,22000,2711162,55021,6795502
TW,"TAIWAN, PROVINCE OF CHINA",463445,22174785,1617045,76145863
TH,THAILAND,55000,3018605,63050,3710635
AE,UNITED ARAB EMIRATES,78575,4118401,551575,28225479
GB,UNITED KINGDOM,0,0,152,204254
US,UNITED STATES,37010,3078713,1210890,69608031
VN,VIETNAM,582,202332,22740,3277780
SUM,SUM,10411659,635114522,58496284,3572364188
