"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,4,20899
BR,BRAZIL,0,0,4202,1493677
CN,CHINA,5160,535529,30104,2960994
FR,FRANCE,240,83289,66472,6835527
DE,GERMANY,5675,2124025,24027,7737079
JP,JAPAN,37754,2799904,506811,39563410
KR,"KOREA,REPUBLIC OF",408070,28943796,1849168,139903646
MY,MALAYSIA,0,0,160,32000
NL,NETHERLANDS,0,0,1,30714
RU,RUSSIAN FEDERATION,0,0,6750,1469879
SG,SINGAPORE,14400,1188461,14760,1228522
TW,"TAIWAN, PROVINCE OF CHINA",0,0,8000,724052
GB,UNITED KINGDOM,0,0,180,55998
US,UNITED STATES,1088,146143,5350,1060307
SUM,SUM,472387,35821147,2515989,203116704
