"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2318904
CN,CHINA,31025,2134991,367272,22089899
DE,GERMANY,0,0,12005,1237929
HK,HONG KONG,0,0,12746,615509
IT,ITALY,0,0,11000,1891491
JP,JAPAN,20000,2166577,274135,31392407
KR,"KOREA,REPUBLIC OF",43200,2535296,101200,6341658
SG,SINGAPORE,0,0,83000,5589333
SE,SWEDEN,0,0,40600,4118292
AE,UNITED ARAB EMIRATES,26000,1219382,52000,2440849
GB,UNITED KINGDOM,12,39104,12,39104
US,UNITED STATES,0,0,88993,5928227
SUM,SUM,120237,8095350,1066963,84003602
