"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'CIF (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1,212
BR,BRAZIL,1,708,1,708
CN,CHINA,61,73807,25806,1111901
FR,FRANCE,1001,194293,6911,1434918
DE,GERMANY,4,1198,4,1198
HK,HONG KONG,0,5836,24,18620
IN,INDIA,0,0,18,1954
IL,ISRAEL,24000,1608493,72000,4939861
IT,ITALY,0,0,6,2304
JP,JAPAN,47836,6181894,213778,26135450
KR,"KOREA,REPUBLIC OF",116500,6783187,709820,49565890
MY,MALAYSIA,0,0,2,323
PA,PANAMA,0,0,2,11466
QA,QATAR,17000,537730,85000,2832432
CH,SWITZERLAND,0,0,1,1157
TW,"TAIWAN, PROVINCE OF CHINA",0,0,354,159625
TH,THAILAND,0,0,24950,709713
GB,UNITED KINGDOM,1,611,1008,274082
US,UNITED STATES,0,0,24,38017
SUM,SUM,206404,15387757,1139710,87239831
