"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
AU,AUSTRALIA,10000,1206866,10010,1210853
AT,AUSTRIA,0,0,337500,18892769
BE,BELGIUM,54500,2892041,128900,6605021
CA,CANADA,0,0,4000,724051
CN,CHINA,108835,11063088,494960,57612003
FR,FRANCE,58750,3116709,738970,36033659
DE,GERMANY,24485,2563454,72787,9007203
HK,HONG KONG,0,0,1000,122556
IN,INDIA,1062,118629,5729,609769
ID,INDONESIA,2300,177788,170921,18312873
IT,ITALY,1,3555,301,33270
JP,JAPAN,822544,56503558,6697741,456620187
KR,"KOREA,REPUBLIC OF",469882,22307295,2661637,133814578
MY,MALAYSIA,26000,1073925,203800,9469241
MX,MEXICO,0,0,810,504339
NL,NETHERLANDS,266750,16663794,719125,47538689
NG,NIGERIA,50,21810,50,21810
PH,PHILIPPINES,0,0,27,10003
SA,SAUDI ARABIA,198000,7583621,1113750,44257417
SG,SINGAPORE,5433734,236110320,41028578,1882886922
ZA,SOUTH AFRICA,0,0,74250,2752999
ES,SPAIN,0,0,134800,12426982
SE,SWEDEN,36,44184,54,68555
CH,SWITZERLAND,0,0,1250,236622
TW,"TAIWAN, PROVINCE OF CHINA",151622,6895503,1370147,66165359
TH,THAILAND,0,0,6369,321716
AE,UNITED ARAB EMIRATES,258500,10135572,3668025,151098547
GB,UNITED KINGDOM,1000,380387,2065,809152
US,UNITED STATES,51958,5320127,442885,36838609
VN,VIETNAM,0,0,36,7756
SUM,SUM,7940009,384182226,60090477,2995013510
