"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
AU,AUSTRALIA,2400,271903,2400,271903
AT,AUSTRIA,240,150731,240,150731
BE,BELGIUM,50750,2625209,54750,2945805
BR,BRAZIL,20,10387,20,10387
CN,CHINA,41100,5916271,111372,18301421
FR,FRANCE,51550,2830064,200325,10600839
DE,GERMANY,27,14507,6884,999973
HK,HONG KONG,2025,234057,4400,504874
IN,INDIA,7675,563890,7675,563890
ID,INDONESIA,15025,1987386,54000,6220068
IT,ITALY,150,26806,5652,789933
JP,JAPAN,1257185,74722257,3455264,215599380
KR,"KOREA,REPUBLIC OF",398025,17611299,1152525,51424536
MY,MALAYSIA,12500,471810,183450,7011423
NL,NETHERLANDS,34375,1795356,280500,16708180
SA,SAUDI ARABIA,173250,6118985,495000,17802602
SG,SINGAPORE,5066450,222741202,14172775,622320608
ZA,SOUTH AFRICA,99000,3012359,198000,6222329
ES,SPAIN,5660,530696,5660,530696
TW,"TAIWAN, PROVINCE OF CHINA",130525,5095373,461025,19718270
TH,THAILAND,15000,333300,15000,333300
TR,TÜRKIYE,0,0,243,27257
AE,UNITED ARAB EMIRATES,314150,10679375,1287800,45585749
US,UNITED STATES,21054,2624423,100897,9134435
SUM,SUM,7698136,360367646,22255857,1053778589
