"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'CIF (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16250,794267
BE,BELGIUM,1000,276221,6375,760882
CN,CHINA,53825,5519631,107825,10514157
FR,FRANCE,25,9567,25,9567
DE,GERMANY,22175,1719312,22223,1740455
IN,INDIA,450,95904,725,123984
ID,INDONESIA,7525,651206,22950,2244103
IT,ITALY,71500,4810376,121000,8136258
JP,JAPAN,856521,74896852,3231712,255933290
KR,"KOREA,REPUBLIC OF",1346850,72198523,3179075,177743956
MY,MALAYSIA,132000,6334875,384800,18926099
NL,NETHERLANDS,108725,7346278,255850,17212399
SA,SAUDI ARABIA,626800,28171563,1047600,46018031
SG,SINGAPORE,3776050,196607684,11357187,581300062
CH,SWITZERLAND,0,0,3,12773
TW,"TAIWAN, PROVINCE OF CHINA",457660,27002053,475710,28471065
AE,UNITED ARAB EMIRATES,198000,8145906,693000,29519900
GB,UNITED KINGDOM,15000,1410421,16300,1848564
US,UNITED STATES,57800,5038922,308800,24821236
SUM,SUM,7731906,440235294,21247410,1206131048
