"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2019', 'Quantity')","('Sept 2019', 'CIF (Baht)')","('Jan - Sept 2019', 'Quantity')","('Jan - Sept 2019', 'CIF (Baht)')"
CA,CANADA,0,0,60,33170
CN,CHINA,8,8204,15521,1104979
FR,FRANCE,1,127,62147,4298849
DE,GERMANY,390,71202,5819,944815
IN,INDIA,0,0,42450,2034366
IT,ITALY,0,0,675,164888
JP,JAPAN,8190,820712,869041,38674113
KR,"KOREA,REPUBLIC OF",184350,7773531,1437950,70432863
MY,MALAYSIA,0,0,1000,264729
RU,RUSSIAN FEDERATION,0,0,18000,3140368
US,UNITED STATES,0,0,697,186623
SUM,SUM,192939,8673776,2453360,121279763
