"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'CIF (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'CIF (Baht)')"
CA,CANADA,0,0,8750,1339038
CN,CHINA,0,0,12023,5739171
HK,HONG KONG,0,0,4,1167
JP,JAPAN,28480,5136736,102506,18277776
NL,NETHERLANDS,0,0,500,90946
SG,SINGAPORE,9002,2548254,18005,6595334
TW,"TAIWAN, PROVINCE OF CHINA",0,0,61,5634
TR,TÜRKIYE,0,0,30,961
GB,UNITED KINGDOM,0,0,139,77949
US,UNITED STATES,38,27556,104266,3761102
VN,VIETNAM,45,7251,45,7251
SUM,SUM,37565,7719797,246329,35896329
