"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,25,7904
CN,CHINA,16500,695011,25535,1053673
HK,HONG KONG,0,0,200,107965
ID,INDONESIA,0,0,100,39263
JP,JAPAN,96712,5646216,1047953,48111061
KR,"KOREA,REPUBLIC OF",0,0,110053,3401818
MY,MALAYSIA,0,0,50,9969
SA,SAUDI ARABIA,49500,2030643,1383750,51867106
TW,"TAIWAN, PROVINCE OF CHINA",0,0,162000,13422893
AE,UNITED ARAB EMIRATES,0,0,1975,88009
US,UNITED STATES,148500,7699490,522003,23784192
SUM,SUM,311212,16071360,3253644,141893853
