"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2017', 'Quantity')","('Mar 2017', 'CIF (Baht)')","('Jan - Mar 2017', 'Quantity')","('Jan - Mar 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2442246
CN,CHINA,0,0,5000,447058
HK,HONG KONG,13202,1136358,18917,2250036
JP,JAPAN,4000,227262,4000,227262
KR,"KOREA,REPUBLIC OF",50400,4350334,357120,23969540
SG,SINGAPORE,144783,8558652,445825,26643691
SE,SWEDEN,46000,3690255,56000,4475108
AE,UNITED ARAB EMIRATES,124800,5823763,249600,11602076
GB,UNITED KINGDOM,0,0,17000,1737103
US,UNITED STATES,95252,5924630,364497,23213042
VN,VIETNAM,52000,3110397,113050,6668503
SUM,SUM,530437,32821651,1655009,103675665
