"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8000,414679
AT,AUSTRIA,0,0,7925,1378189
BE,BELGIUM,42110,3276765,341317,28730960
BR,BRAZIL,0,0,671,116757
CA,CANADA,100000,4375794,410257,19621877
CN,CHINA,251588,11061280,2120861,96153228
FI,FINLAND,0,0,50,53989
FR,FRANCE,4475,630517,12525,2002346
DE,GERMANY,465741,28282787,1285244,95227968
HK,HONG KONG,0,764,564,88707
IN,INDIA,0,0,30,5673
ID,INDONESIA,9266,1986671,9273,1996080
IT,ITALY,0,0,1200,897953
JP,JAPAN,533494,62026897,2488350,268757004
KR,"KOREA,REPUBLIC OF",199018,11651131,3230970,218528994
MY,MALAYSIA,25063,1809437,213856,15921978
NL,NETHERLANDS,74250,6298349,153450,11807132
NO,NORWAY,0,0,1,1398
PH,PHILIPPINES,25,3411,8950,2208397
QA,QATAR,0,0,297750,12607973
SA,SAUDI ARABIA,693000,31173273,5750750,251310341
SG,SINGAPORE,1791125,94909574,11747692,620109520
ES,SPAIN,0,0,121000,6252312
SE,SWEDEN,20000,766539,40000,1555844
CH,SWITZERLAND,4750,514466,6990,888773
TW,"TAIWAN, PROVINCE OF CHINA",298715,16083302,1329521,72345366
TH,THAILAND,0,0,8850,514556
AE,UNITED ARAB EMIRATES,321750,15008506,2018450,90137355
GB,UNITED KINGDOM,3000,655438,8750,1763780
US,UNITED STATES,935054,110510711,8040394,715061642
VN,VIETNAM,10575,903683,60975,5230831
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,5782999,401929295,39724753,2541833011
