"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'CIF (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'CIF (Baht)')"
CN,CHINA,4,3776,16595,1290098
FR,FRANCE,500,180943,15000,3086648
HK,HONG KONG,2,2923,202,41129
IN,INDIA,0,0,1,65
IL,ISRAEL,0,0,96000,6892661
IT,ITALY,0,0,1,37689
JP,JAPAN,40900,6101527,456745,62195282
KR,"KOREA,REPUBLIC OF",32700,1809179,1713500,83604824
MX,MEXICO,0,0,734,33375
OM,OMAN,0,0,24750,943243
QA,QATAR,0,0,51000,2438185
SG,SINGAPORE,0,0,121600,7641175
TW,"TAIWAN, PROVINCE OF CHINA",0,0,100,25456
GB,UNITED KINGDOM,0,0,21517,5154901
US,UNITED STATES,0,0,2304,172161
SUM,SUM,74106,8098348,2520049,173556892
