"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
AU,AUSTRALIA,46920,557868,62305,806504
AT,AUSTRIA,0,0,12000,1094873
BE,BELGIUM,48750,4754582,356175,31721509
BR,BRAZIL,0,0,25,10215
CA,CANADA,69410,765520,126525,3627919
CN,CHINA,876006,35541520,8477225,335496806
FI,FINLAND,25,12029,25,12029
FR,FRANCE,75,39987,1725,359058
DE,GERMANY,46350,3588630,123459,10390630
HK,HONG KONG,25019,285378,50093,638842
IN,INDIA,2000,403345,11009,1574610
ID,INDONESIA,0,0,1282,117573
IL,ISRAEL,8260,514638,8485,522647
IT,ITALY,0,0,2926,911239
JP,JAPAN,275427,26104284,2146377,238224240
KR,"KOREA,REPUBLIC OF",687850,31554858,4221376,222153450
LU,LUXEMBOURG,0,0,8,5021
MY,MALAYSIA,200,17183,187971,11380163
NL,NETHERLANDS,24800,773247,99456,3339624
SA,SAUDI ARABIA,99000,3417387,544500,16091157
SG,SINGAPORE,641850,23947192,6905253,252163698
ES,SPAIN,55400,1987448,55778,2087542
SE,SWEDEN,50000,3686822,200000,14607062
CH,SWITZERLAND,0,0,1,3155
TW,"TAIWAN, PROVINCE OF CHINA",16001,1307513,117986,7746716
TH,THAILAND,8000,398947,241550,12738265
AE,UNITED ARAB EMIRATES,98900,3162946,1708950,55761759
GB,UNITED KINGDOM,11500,1555408,90280,7806061
US,UNITED STATES,1787936,77604514,17269296,774876619
VN,VIETNAM,75310,3686094,363317,18449102
SUM,SUM,4954989,225667340,43385358,2024718088
