"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
CN,CHINA,162,36227,18202,1751317
DE,GERMANY,0,0,7025,862332
JP,JAPAN,0,0,24000,1861043
KR,"KOREA,REPUBLIC OF",0,0,200,10740
NL,NETHERLANDS,78375,3733297,391000,18810604
SA,SAUDI ARABIA,72000,3171565,517500,20807341
SG,SINGAPORE,595300,38133065,2848350,181425959
ES,SPAIN,24750,1165597,69150,3479278
AE,UNITED ARAB EMIRATES,196625,7839500,1060300,43527063
GB,UNITED KINGDOM,0,0,25,14852
US,UNITED STATES,8250,883440,125648,9636124
SUM,SUM,975462,54962691,5061400,282186653
