"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2018', 'Quantity')","('Oct 2018', 'CIF (Baht)')","('Jan - Oct 2018', 'Quantity')","('Jan - Oct 2018', 'CIF (Baht)')"
BE,BELGIUM,0,0,14400,655409
CN,CHINA,0,0,45820,3574526
FR,FRANCE,39800,2875980,79874,7993939
DE,GERMANY,525,96896,6177,1147423
IN,INDIA,0,0,14400,810582
JP,JAPAN,77820,4393200,467040,26292094
KR,"KOREA,REPUBLIC OF",278110,14274984,2289294,109310464
MY,MALAYSIA,0,0,20,5625
RU,RUSSIAN FEDERATION,0,0,24750,4087644
TW,"TAIWAN, PROVINCE OF CHINA",0,0,0,2177
GB,UNITED KINGDOM,0,0,0,385
US,UNITED STATES,5,4507,1099,269963
SUM,SUM,396260,21645567,2942874,154150231
