"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2016', 'Quantity')","('Feb 2016', 'CIF (Baht)')","('Jan - Feb 2016', 'Quantity')","('Jan - Feb 2016', 'CIF (Baht)')"
CN,CHINA,26000,1934694,41000,2995878
DE,GERMANY,500,155829,500,155829
IT,ITALY,6875,1175288,114125,24422384
JP,JAPAN,40000,4224147,60000,6320102
KR,"KOREA,REPUBLIC OF",0,0,39800,2989817
MY,MALAYSIA,0,0,2000,166132
SG,SINGAPORE,49500,1975435,61500,2780846
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5000,741014
AE,UNITED ARAB EMIRATES,0,0,13000,613127
US,UNITED STATES,2721,416430,2721,416430
VN,VIETNAM,11000,644197,16500,960665
SUM,SUM,136596,10526020,356146,42562224
