"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
AT,AUSTRIA,11000,770675,11175,782386
BE,BELGIUM,74250,4468123,159500,10052593
BR,BRAZIL,0,0,150,169050
CA,CANADA,0,0,500,126788
CN,CHINA,100050,4669651,548995,33610106
DK,DENMARK,0,0,0,1128
FI,FINLAND,123700,8376524,430100,28670869
FR,FRANCE,0,1107,50,17815
DE,GERMANY,179075,14022180,959571,84487874
HK,HONG KONG,0,0,1500,901667
IN,INDIA,0,0,104000,5385262
ID,INDONESIA,2000,342160,15925,6092396
IT,ITALY,0,0,60,60304
JP,JAPAN,384652,30210102,2615468,219250673
KR,"KOREA,REPUBLIC OF",284000,18811693,2133906,135009920
KW,KUWAIT,346500,17718098,2574000,130172391
LU,LUXEMBOURG,24,15449,24,15449
MY,MALAYSIA,2821484,153684624,18602532,1032717124
NL,NETHERLANDS,189820,12805482,1521705,116766035
NZ,NEW ZEALAND,32000,851164,288050,7680066
QA,QATAR,510000,26798485,3544500,190713646
SA,SAUDI ARABIA,2570400,134751130,18607675,980378026
SG,SINGAPORE,2300080,131568233,14769208,851175336
ES,SPAIN,288000,32860722,1417000,159617606
SE,SWEDEN,0,0,3100,308127
CH,SWITZERLAND,0,0,25645,6131256
TW,"TAIWAN, PROVINCE OF CHINA",2850,720661,20752,2050464
TH,THAILAND,0,0,28300,1562319
AE,UNITED ARAB EMIRATES,49750,2591597,79400,4363057
GB,UNITED KINGDOM,1,599,40001,2667529
US,UNITED STATES,105546,9504435,2045647,145231058
VN,VIETNAM,6025,833942,21045,2999739
SUM,SUM,10381207,606376836,70569484,4159168059
