"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2016', 'Quantity')","('Nov 2016', 'CIF (Baht)')","('Jan - Nov 2016', 'Quantity')","('Jan - Nov 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,96000,9699197
CA,CANADA,0,0,18360,1893812
CN,CHINA,0,0,813500,51754245
FR,FRANCE,0,0,24,36169
HK,HONG KONG,1225,95211,364274,20496983
IT,ITALY,0,0,20020,3909469
JP,JAPAN,0,0,780,178383
KR,"KOREA,REPUBLIC OF",266160,15951951,2311256,146487253
MY,MALAYSIA,10000,678430,115875,8726830
SG,SINGAPORE,62865,5397074,493810,32546591
SE,SWEDEN,0,0,135950,11625921
TW,"TAIWAN, PROVINCE OF CHINA",0,0,23449,1134549
AE,UNITED ARAB EMIRATES,75105,3373729,554805,25206970
GB,UNITED KINGDOM,20400,1575661,33050,3112232
US,UNITED STATES,20638,1220069,421008,37377909
VN,VIETNAM,32000,1795941,312000,17709855
SUM,SUM,488393,30088066,5714161,371896368
